,x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES,mph,DS1,DS2,DS3,DS4,dmg_state,kmh,Dislocation
80,77.52089935,34.44989909,0,83,81.0,17369,Building New,196.309597,2216.456456,2016,10857,1,1,2021.0,403890,9.0,Waterfront Canal,2010.0,PART,2,3045,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.11427074512335,0.9532096298620933,0.7902660001488737,0.5261167134405814,0.4201239837980551,0,209.4839758996486,0
81,77.51662721,34.44988098,0,84,82.0,17371,Building New,185.8358113,2088.919218,2016,17046,1,1,2021.0,268520,9.0,Waterfront Canal,2011.0,NONE,2,2400,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.23295820848247,0.9538431270578686,0.792447411178677,0.5294154259339775,0.4230964424988773,1,209.6750627156568,0
82,77.50447043,34.44990166,0,85,83.0,17374,Building New,139.5841868,1141.515177,2016,9797,1,1,2021.0,274770,16.0,Waterview,2012.0,NONE,3,2040,Beach House,ALUMINUM/VINYL, A22,A22,Beach House,130.55412381309438,0.9258943529792829,0.6034244879525608,0.24854034722855417,0.0420207116103158,2,210.19213933908196,0
83,77.51536115,34.45004364,0,86,84.0,17376,Building New,232.6559004,2766.643143,2016,26461,1,1,2021.0,278990,9.0,Waterfront Canal,2009.0,NONE,1,2878,Beach House,ALUMINUM/VINYL,A2,A2,Beach House,130.26067232284487,0.8137776055765626,0.3958613236216718,0.06630648594152033,0.006485546316897859,1,209.71968243978026,0
84,77.52132805,34.45039434,0,87,85.0,17378,Building New,158.5973482,1471.093602,2016,24826,1,1,2021.0,173450,10.0,Waterfront Canal,2012.0,NONE,1,1296,Beach House,ALUMINUM/VINYL, A6,A6,Beach House,130.0814575141763,0.7133011340635897,0.22990379633935865,0.022688532218808538,0.0011168358656869456,1,209.43114659782384,0
85,77.51705639,34.45037335,0,88,86.0,17379,Building New,226.1516454,2761.433247,2016,26564,1,1,2021.0,308310,9.0,Waterfront Canal,1997.0,NONE,1,3495,Beach House,ALUMINUM/VINYL, A94,A94,Beach House,130.20066959698096,0.7156953623292222,0.227725173043278,0.04412541418991582,0.02184131636626396,0,209.62307805113934,0
86,77.51716081,34.45051684,0,89,87.0,17382,Building New,150.9142256,1362.298566,2016,4639,1,1,2021.0,231790,9.0,Waterfront Canal,2012.0,NONE,2,1961,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.19180437281287,0.9536243175092255,0.7916927739680499,0.5282721839227477,0.4220655706006983,4,209.60880504022873,1
87,77.50401419,34.45055465,0,90,88.0,17385,Building New,164.8045371,1546.737563,2016,19302,1,1,2021.0,391940,1.0,Residential,2010.0,NONE,2,3005,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.53928111201088,0.9254977934716969,0.6137037263935426,0.3202572775526159,0.23198684667010705,2,210.16824259033754,0
88,77.51797142,34.45150306,0,91,89.0,17394,Building New,186.8627662,2171.467898,2016,14904,1,1,2021.0,192380,9.0,Waterfront Canal,2006.0,NONE,1,1440,Beach House,ALUMINUM/VINYL, A54,A54,Beach House,130.12806713833317,0.7811481787380463,0.2747065332677511,0.027568219205638275,0.0006782757457538778,1,209.5061880927164,0
89,77.50420423,34.4515726,0,92,90.0,17396,Building New,168.2045368,1768.073993,2016,19586,1,1,2021.0,218800,1.0,Residential,2013.0,NONE,1,1280,Beach House,ALUMINUM/VINYL, A10,A10,Beach House,130.49279929819343,0.8394337453377698,0.4792547437933072,0.1718996708834935,0.16406958871907829,1,210.09340687009143,0
90,77.50349764,34.45160507,0,93,91.0,17397,Building New,138.6172054,1080.861064,2016,6448,1,1,2021.0,238990,1.0,Residential,2014.0,PART,2,1707,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.50964632714874,0.9552910515588992,0.7974728575511215,0.537085636129996,0.430032126247549,3,210.1205305867095,1
91,77.50130965,34.45160406,0,94,92.0,17398,Building New,165.7278671,1535.57018,2016,50392,1,1,2021.0,392910,99.0,Appraiser Review,2013.0,PART,3,2211,Beach House,HARD BOARD (HARDY BOARD), A30,A30,Beach House,130.56554509464834,0.9256999636082891,0.6143450313199325,0.320911800717259,0.23249866599637325,2,210.21052760238385,0
92,77.51823051,34.45191383,0,95,93.0,17399,Building New,167.414561,1746.139701,2016,23051,1,1,2021.0,115590,9.0,Waterfront Canal,1972.0,NONE,1,1088,Beach House,"FRAME SIDING,PLYWOOD", A14,A14,Beach House,130.10356319440822,0.7693767869787189,0.29715971287199394,0.06644924670412533,0.03562080240520511,0,209.46673674299726,0
93,77.50553688,34.4518692,0,96,94.0,17401,Building New,178.651282,1722.443731,2016,28707,1,1,2021.0,158740,13.0,Waterfront Sound,2007.0,NONE,1,1417,Beach House,ALUMINUM/VINYL,A2,A2,Beach House,130.44612398719826,0.816696443336909,0.400852613045046,0.06815808802152681,0.006749326132428828,1,210.01825961938923,0
94,77.52103141,34.45219745,0,97,95.0,17404,Building New,160.8400041,1409.418102,2016,30669,1,1,2021.0,230860,10.0,Waterfront Canal,1984.0,PART,2,2312,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.0134186866109,0.9526654039392588,0.7884002667021903,0.5233099208727267,0.4175996438228607,2,209.32160408544354,0
95,77.49947381,34.45248186,0,98,96.0,17430,Building New,171.302908,1607.375249,2016,50408,1,1,2021.0,386820,14.0,Waterfront Ocean,2016.0,NONE,2,2300,Beach House,HARD BOARD (HARDY BOARD),A18,A18,Beach House,130.57618677640008,0.9542515018201263,0.7886280065642757,0.42102516684780145,0.14862382384161815,2,210.22766071000413,0
96,77.51940361,34.45334356,0,99,97.0,17434,Building New,243.3962966,3110.629598,2016,18093,1,1,2021.0,849100,10.0,Waterfront Canal,2015.0,PART,2,4979,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.01018370878344,0.9526478564599479,0.7883402361591305,0.5232198329444278,0.4175186951206103,2,209.31639577114134,0
97,77.49610856,34.45433142,0,100,98.0,17438,Building New,181.3220694,1800.510264,2016,31652,1,1,2021.0,632130,33.0,Commercial,2006.0,NONE,3,4460,Beach House,HARD BOARD (HARDY BOARD), A30,A30,Beach House,130.5848945226183,0.9258486139742066,0.6148172167677302,0.32139427882114446,0.23287607334534544,2,210.24168018141546,0
98,77.49521202,34.4557712,0,101,99.0,17439,Building New,160.1401676,1410.932751,2016,2118,1,1,2021.0,212790,1.0,Residential,2015.0,NONE,2,1766,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.54800845993634,0.9554886451701922,0.7981630023926873,0.5381467872877095,0.43099433596203474,4,210.18229362049752,1
99,77.49445488,34.45583124,0,102,100.0,17440,Building New,209.1355931,2111.341814,2016,21185,1,1,2021.0,306010,16.0,Waterview,1970.0,PART,2,3932,Beach House,HARD BOARD (HARDY BOARD), A30,A30,Beach House,130.56437353865826,0.9256909552183024,0.6143164340606754,0.32088259536366753,0.23247582412367446,4,210.2086413972398,1
100,77.49330507,34.45647456,0,103,101.0,17441,Building New,151.7074809,1322.83615,2016,27691,1,1,2021.0,247870,16.0,Waterview,2012.0,PART,2,2094,Beach House,ALUMINUM/VINYL, A22,A22,Beach House,130.56632559085864,0.9259879418761661,0.6037246568118235,0.24880957165025225,0.042096967388030426,2,210.21178420128243,0
101,77.49645877,34.45660902,0,104,102.0,17443,Building New,142.7075912,1172.40341,2016,50514,1,1,2021.0,303130,1.0,Residential,2013.0,PART,2,1910,Beach House,HARD BOARD (HARDY BOARD),A18,A18,Beach House,130.48203126421942,0.953754442590645,0.7868847695053003,0.41846218100757515,0.1471094314600348,2,210.07607033539327,0
102,77.49625197,34.45672859,0,105,103.0,17444,Building New,140.6176657,1157.227985,2016,50515,1,1,2021.0,341270,1.0,Residential,2013.0,PART,2,2194,Beach House,HARD BOARD (HARDY BOARD), A22,A22,Beach House,130.48225787530058,0.9253411199805444,0.6016547472554672,0.2469573166395151,0.041573703438513174,2,210.07643517923393,0
103,77.49270073,34.45672435,0,106,104.0,17445,Building New,139.4892507,1214.0222,2016,22792,1,1,2021.0,343990,16.0,Waterview,2009.0,NONE,2,2388,Beach House,HARD BOARD (HARDY BOARD), A22,A22,Beach House,130.5709414351167,0.9260233200492979,0.6038381851904904,0.24891145120058622,0.042125841719097806,4,210.21921571053792,1
104,77.49026734,34.45808603,0,107,105.0,17448,Building New,138.351018,1032.308081,2016,13371,1,1,2021.0,226830,1.0,Residential,2011.0,NONE,2,1698,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.5744026067717,0.9257680416581003,0.6145612115714487,0.3211326342400459,0.23267139500027617,1,210.22478819690247,0
105,77.48960005,34.45827723,0,108,106.0,17449,Building New,140.7062998,1211.387968,2016,9234,1,1,2021.0,128990,16.0,Waterview,2010.0,NONE,1,1008,Beach House,ALUMINUM/VINYL, A102,A102,Beach House,130.58278994041433,0.6333452709476083,0.10958374886154576,0.005334912607753124,0.00014485975870357425,0,210.23829180406707,0
106,77.49054196,34.45856242,0,109,107.0,17450,Building New,142.9599205,1197.358947,2016,25555,1,1,2021.0,252620,1.0,Residential,2013.0,NONE,2,1632,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.5478775419154,0.9541025448153592,0.7881048888807591,0.4202544048350287,0.14816752283731638,3,210.1820828424838,1
107,77.48818173,34.45907609,0,110,108.0,17451,Building New,137.864818,1187.22787,2016,16030,1,1,2021.0,318560,16.0,Waterview,2014.0,NONE,3,2293,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.5841820369175,0.9556742681146907,0.7988122976678314,0.5391468658179744,0.4319017680359539,2,210.24053307943717,0
108,77.48728493,34.46043034,0,111,109.0,17452,Building New,141.1222901,1227.744027,2016,49197,1,1,2021.0,286520,16.0,Waterview,2006.0,NONE,2,1712,Beach House,HARD BOARD (HARDY BOARD), A26,A26,Beach House,130.5495212790179,0.9554964216872393,0.7981901853618862,0.5381886221102361,0.43103228355055395,3,210.18472925921884,1
109,77.48762581,34.460748,0,112,110.0,17453,Building New,149.8678305,1168.589797,2016,49195,1,1,2021.0,305250,16.0,Waterview,2006.0,PART,2,2145,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.5279183499148,0.9553852612794513,0.7978017771190531,0.5375911385489729,0.43049041402815885,4,210.14994854336285,1
110,77.48388954,34.46229011,0,113,111.0,17455,Building New,166.4459378,1399.501147,2016,30762,1,1,2021.0,276130,82.0,Waterfront Sound,2013.0,NONE,2,1840,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.55358613476864,0.9555173108626386,0.798263211979839,0.5383010253185322,0.43113424745996903,2,210.19127367697752,0
111,77.48326853,34.46251381,0,114,112.0,17456,Building New,136.9988511,1111.191486,2016,25719,1,1,2021.0,313460,1.0,Residential,2006.0,PART,3,2020,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.55908393387173,0.9541615607983718,0.7883120724393604,0.42055949950941557,0.14834805213108238,2,210.2001251335335,0
112,77.48311942,34.46259996,0,115,113.0,17457,Building New,183.9097605,2012.148884,2016,"150489.0, 150490.0",2,2,2021.0,611900,2.0,Residential,2006.0,PART,3,4496,Beach Duplex,ALUMINUM/VINYL,A18,A18,Beach Duplex,130.55903446901712,0.954161300447844,0.7883111582337392,0.4205581527784057,0.148347254988271,2,210.20004549511756,0
113,77.48245746,34.46338701,0,116,114.0,17458,Building New,154.4252072,1352.870915,2016,1755,1,1,2021.0,243000,1.0,Residential,2015.0,NONE,2,1957,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.54173095052172,0.9540701470802091,0.7879911929032768,0.4200870727390948,0.14806856024170045,4,210.17218683034,1
114,77.48015339,34.46340476,0,117,115.0,17459,Building New,180.8787285,1839.517718,2016,3815,1,1,2021.0,366560,14.0,Waterfront Ocean,2014.0,PART,2,2644,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.59579076244088,0.9557336944541369,0.7990203639148192,0.5394676974186989,0.4321930017736305,1,210.25922312752985,0
115,77.47969885,34.46351842,0,118,116.0,17460,Building New,161.5375389,1502.46932,2016,4935,1,1,2021.0,169050,14.0,Waterfront Ocean,1983.0,NONE,2,1407,Beach House,CEDAR/REDWOOD/CYPRESS,A18,A18,Beach House,130.6017509987654,0.9543856534242792,0.7890996521558825,0.42172130834655946,0.14903660066161178,2,210.2688191080123,0
116,77.47957732,34.46367076,0,119,117.0,17462,Building New,151.1152103,1352.894345,2016,16139,1,1,2021.0,416400,14.0,Waterfront Ocean,2015.0,PART,3,3023,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.59821867003376,0.9543671374814824,0.7890345249293678,0.42162511270088754,0.14897952460986663,1,210.26313205875437,0
117,77.4794044,34.46375019,0,120,118.0,17463,Building New,149.0612985,1165.984263,2016,28243,1,1,2021.0,308140,14.0,Waterfront Ocean,2006.0,NONE,3,2619,Beach House,HARD BOARD (HARDY BOARD), A30,A30,Beach House,130.59895811559502,0.9259564999234965,0.6151602609744132,0.32174509897805564,0.2331505596797256,1,210.264322566108,0
118,77.48281683,34.46394097,0,121,119.0,17464,Building New,202.7134269,2488.967315,2016,10592,1,1,2021.0,222590,3.0,Residential,2014.0,PART,1,1840,Beach House,HARD BOARD (HARDY BOARD), A58,A58,Beach House,130.50968284229748,0.844369866941622,0.39948135329526524,0.17468635503342617,0.16504048750054234,2,210.12058937609896,0
119,77.48232464,34.46425392,0,122,120.0,17465,Building New,224.5858171,2580.919344,2016,"162652.0, 162653.0",2,2,2021.0,723360,84.0,Waterfront Sound,2009.0,NONE,3,5738,Beach Duplex,HARD BOARD (HARDY BOARD), A22,A22,Beach Duplex,130.5082313552085,0.9255414648662208,0.6022947152301003,0.2475289259562331,0.04173484095705251,1,210.1182524818857,0
120,77.48463148,34.46456909,0,123,121.0,17466,Building New,266.0198071,3839.543532,2016,51219,1,1,2021.0,1105850,12.0,Waterfront Sound,2006.0,PART,2,5768,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.43908432986086,0.9549256073919774,0.7961992183751895,0.5351322918659637,0.42826262122506575,4,210.006925771076,1
121,77.4771608,34.46516537,0,124,122.0,17467,Building New,138.7842319,1032.950941,2016,51841,1,1,2021.0,209600,16.0,Waterview,2012.0,PART,2,1752,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.59205210461312,0.9543347975784565,0.7889207965480889,0.4214571840605543,0.1488799153570744,3,210.25320388842712,1
122,77.47748803,34.46536779,0,125,123.0,17469,Building New,146.8335496,1282.018824,2016,51843,1,1,2021.0,229800,1.0,Residential,2009.0,NONE,2,1576,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.57582766042754,0.9542496148685611,0.7886213760203343,0.42101538851298537,0.14861803019184372,2,210.22708253328835,0
123,77.47654365,34.46548671,0,126,124.0,17471,Building New,139.2028809,1040.491319,2016,9037,1,1,2021.0,228990,16.0,Waterview,2006.0,PART,2,1730,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.59291227642424,0.9259101366448215,0.6150128042523537,0.3215942690039987,0.23303254156396574,2,210.25458876504305,0
124,77.47583532,34.46584709,0,127,125.0,17474,Building New,148.3313591,1309.905387,2016,3953,1,1,2021.0,441100,16.0,Waterview,2014.0,PART,2,2768,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.59420439572938,0.9557255777704559,0.798991939754269,0.5394238580237813,0.43215320317115735,2,210.25666907712431,0
125,77.47859134,34.4660554,0,128,126.0,17477,Building New,167.8970943,1548.71397,2016,11362,1,1,2021.0,264650,1.0,Residential,2010.0,NONE,2,2326,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.52063365592943,0.9553477224929202,0.7976706872387314,0.5373896204493067,0.4303077001890398,4,210.1382201860464,1
126,77.47806125,34.46623271,0,129,127.0,17481,Building New,152.8034016,1342.545963,2016,52830,1,1,2021.0,287630,1.0,Residential,2006.0,NONE,2,1808,Beach House,HARD BOARD (HARDY BOARD),A18,A18,Beach House,130.5256167071409,0.9539851168976877,0.787692926484981,0.419648416926677,0.14780930239041562,4,210.14624289849687,1
127,77.47877801,34.46644263,0,130,128.0,17485,Building New,166.9351643,1214.272665,2016,4312,1,1,2021.0,204080,1.0,Residential,2011.0,NONE,2,1700,Beach House,ALUMINUM/VINYL, A22,A22,Beach House,130.49969304083982,0.9254756548210608,0.6020843816020693,0.2473409542720172,0.04168181771819142,1,210.10450579575212,0
128,77.47567814,34.46684614,0,131,129.0,17487,Building New,140.1974633,1144.320995,2016,28997,1,1,2021.0,287820,1.0,Residential,2014.0,NONE,3,2130,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.5554928268483,0.9256226394255602,0.6140996305438522,0.32066123840496397,0.2323027104680398,1,210.1943434512258,0
129,77.47466971,34.46683941,0,132,130.0,17488,Building New,134.3941462,1064.986669,2016,1470,1,1,2021.0,222310,1.0,Residential,2007.0,NONE,2,1536,Beach House,ALUMINUM/VINYL, A22,A22,Beach House,130.5792799966069,0.9260871950922314,0.6040432426616971,0.24909554460147154,0.042178041480264675,2,210.23264079453713,0
130,77.47677331,34.46687914,0,133,131.0,17489,Building New,155.7121117,1199.088329,2016,15035,1,1,2021.0,291050,1.0,Residential,2015.0,NONE,2,1706,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.52841491923488,0.9539998920703258,0.7877447401928763,0.41972458553144176,0.1478543025681348,3,210.15074801996818,1
131,77.47546658,34.4670057,0,134,132.0,17490,Building New,139.3080363,1129.148791,2016,41849,1,1,2021.0,222280,1.0,Residential,2012.0,NONE,2,1632,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.55364393359162,0.9256084100092768,0.6140544874435753,0.3206151597773932,0.23226667712947902,4,210.1913667330825,1
132,77.47533309,34.46707189,0,135,133.0,17491,Building New,146.7211743,1179.162933,2016,32725,1,1,2021.0,223240,1.0,Residential,2011.0,NONE,2,1872,Beach House,ALUMINUM/VINYL, A22,A22,Beach House,130.5539426561163,0.9258929627398663,0.6034200307411429,0.24853635109581845,0.04201958024765106,1,210.19184767634727,0
133,77.47492688,34.46721435,0,136,134.0,17494,Building New,141.9452676,1094.41056,2016,33695,1,1,2021.0,204430,1.0,Residential,2011.0,NONE,2,1408,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.55735107069117,0.9256369385086035,0.6141449997497371,0.32070755219752467,0.23233892866078665,2,210.1973352238128,0
134,77.47468416,34.46747684,0,137,135.0,17496,Building New,155.2131271,1332.1354,2016,435,1,1,2021.0,249160,1.0,Residential,2015.0,NONE,2,1632,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.5518214845623,0.9541233222528354,0.7881778199687396,0.42036177643583583,0.1482310427501941,1,210.18843259014534,0
135,77.47394496,34.46784691,0,138,136.0,17497,Building New,147.9223018,1250.482723,2016,19673,1,1,2021.0,229390,1.0,Residential,2013.0,NONE,2,1632,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.55323458685874,0.9541307647514806,0.7882039468387778,0.42040024799724673,0.1482538057015721,2,210.19070768484258,0
136,77.47348914,34.46792501,0,139,137.0,17498,Building New,136.9230184,1088.449924,2016,21010,1,1,2021.0,267310,1.0,Residential,2015.0,NONE,2,1728,Beach House,ALUMINUM/VINYL, A22,A22,Beach House,130.56048243309004,0.9259431366172293,0.6035809238365978,0.2486806298814514,0.04206043713182421,3,210.20237671727497,1
137,77.47359641,34.46801893,0,140,138.0,17499,Building New,137.4650294,1091.254156,2016,1879,1,1,2021.0,233070,1.0,Residential,2013.0,NONE,2,1632,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.55398603094918,0.9256110430241933,0.6140628403540078,0.3206236854628727,0.23227334411658263,0,210.1919175098282,0
138,77.47221261,34.4687133,0,141,139.0,17502,Building New,138.825711,1130.284788,2016,11704,1,1,2021.0,229910,1.0,Residential,2014.0,NONE,2,1632,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.55635155556297,0.9555315173921877,0.7983128834280361,0.5383774922221719,0.43120361681084257,4,210.1957260044564,1
139,77.4723063,34.46882473,0,142,140.0,17503,Building New,123.4688528,917.9354194,2016,34966,1,1,2021.0,202130,1.0,Residential,2009.0,NONE,2,1600,Beach House,ALUMINUM/VINYL,A18,A18,Beach House,130.54941944667343,0.9541106688366652,0.7881334036774845,0.42029638199732267,0.1481923543352648,3,210.18456530914423,1
140,77.47155291,34.46904107,0,143,141.0,17504,Building New,146.4461317,1241.554404,2016,6440,1,1,2021.0,288770,1.0,Residential,2008.0,NONE,2,1711,Beach House,ALUMINUM/VINYL, A30,A30,Beach House,130.55754541454016,0.9256384338407107,0.6141497445464226,0.3207123960341271,0.2323427166807676,1,210.19764811740967,0
141,77.47215076,34.46925749,0,144,142.0,17505,Building New,139.6673197,1142.450419,2016,37523,1,1,2021.0,407300,12.0,Waterfront Sound,2019.0,NONE,3,2458,Beach House,ALUMINUM/VINYL, A26,A26,Beach House,130.53446894781723,0.9554189936950253,0.7979196071132261,0.5377723313462458,0.4306547193568021,1,210.16049500598575,0
